categoryName,city,reviewsCount,stars,state,text,title,url
Cemetery,Arija,0.0,,Burgos,,Cemetery,https://www.google.com/maps/search/?api=1&query=Cemetery&query_place_id=ChIJq6rqNwbbSA0RIJopgNRace4
Memorial park,Arija,0.0,,Burgos,,Cementerio de Arija,https://www.google.com/maps/search/?api=1&query=Cementerio%20de%20Arija&query_place_id=ChIJv-niqaDbSA0RB8YOLkFmYmw
Hostel,Arija,0.0,,Burgos,,Hostal Alonso,https://www.google.com/maps/search/?api=1&query=Hostal%20Alonso&query_place_id=ChIJ63KJH_LbSA0RcIhH_MGi5y4
Catholic church,Arija,2.0,5.0,Burgos,Un bello lugar con un mirador muy curioso y original. La zona es también un lugar de belleza especial y tranquilidad absoluta para disfrutar de la naturaleza.,Iglesia de la Asunción de Nuestra Señora,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20la%20Asunci%C3%B3n%20de%20Nuestra%20Se%C3%B1ora&query_place_id=ChIJDb0TPgbbSA0RWjfmBZCiaaU
Garden,Arija,9.0,5.0,Burgos,,Parque del peregrino,https://www.google.com/maps/search/?api=1&query=Parque%20del%20peregrino&query_place_id=ChIJ5zR3eqTbSA0RlUyqC3tWruM
Bar,Arija,69.0,4.0,Burgos,,Bar Trini,https://www.google.com/maps/search/?api=1&query=Bar%20Trini&query_place_id=ChIJpcHKdA7bSA0RC7tR6HlsPLE
Train station,,10.0,3.0,Burgos,"En invierno poco ambiente, mucho mejor en verano...pantano, buen sitio para pescar...y algún que otro evento y fiestas...",Arija,https://www.google.com/maps/search/?api=1&query=Arija&query_place_id=ChIJz2y1d1XaSA0RsD_VHK-95Ks
Historical landmark,Arija,0.0,,Burgos,,Museo etnográfico agrícola y ganadero,https://www.google.com/maps/search/?api=1&query=Museo%20etnogr%C3%A1fico%20agr%C3%ADcola%20y%20ganadero&query_place_id=ChIJYUTDYwDbSA0RCCT4ZXKB0H8
Tapas bar,Arija,314.0,4.0,Burgos,,Bar Restaurante Ulises,https://www.google.com/maps/search/?api=1&query=Bar%20Restaurante%20Ulises&query_place_id=ChIJh3CodVXaSA0RW0e7ZeGfBqY
Soccer field,Regumiel de la Sierra,0.0,,Burgos,,Pista de Fútbol Regumiel,https://www.google.com/maps/search/?api=1&query=Pista%20de%20F%C3%BAtbol%20Regumiel&query_place_id=ChIJv0x2GAADRQ0RqRO8HmfE4Mo
Cemetery,Moncalvillo,0.0,,Burgos,,Cemetery,https://www.google.com/maps/search/?api=1&query=Cemetery&query_place_id=ChIJ3dXAYCCsRQ0RDqawDRFy18s
Guardia Civil,Medina de Pomar,4.0,1.0,Burgos,Y esto q se me olvidó,CUARTEL MEDINA,https://www.google.com/maps/search/?api=1&query=CUARTEL%20MEDINA&query_place_id=ChIJHcqLSo88Tw0RJUcRhF-YAbI
Transportation service,Regumiel de la Sierra,2.0,5.0,Burgos,Prestan un servicio muy bueno.,Serrytrans 2003,https://www.google.com/maps/search/?api=1&query=Serrytrans%202003&query_place_id=ChIJ3e0fr4gDRQ0R7S4pnPpW_bQ
Money transfer service,Medina de Pomar,0.0,,Burgos,,Western Union,https://www.google.com/maps/search/?api=1&query=Western%20Union&query_place_id=ChIJgUsB95A9Tw0R8sojzOuHDm8
Go-kart track,,8.0,5.0,Burgos,Siempre muy buena atención. Muchas veces rodando aquí con pitbike. Totalmente recomendable,Circuito MasQuekarting,https://www.google.com/maps/search/?api=1&query=Circuito%20MasQuekarting&query_place_id=ChIJHeN7PQA7Tw0RT2jgt1y2aWU
Church,Santa Cruz de Andino,1.0,5.0,Burgos,"Bonito templo en lo alto del pueblo donde poder observar parte de las merindades y algunos de sus pueblos como Bisjueces, Villalain, Orna y Villarcayo a lo lejos.",Iglesia de San Blas Obispo,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20San%20Blas%20Obispo&query_place_id=ChIJPz3PA0U7Tw0R3ojNcGc3txs
Historical landmark,Santa Cruz de Andino,0.0,,Burgos,,Torre medieval,https://www.google.com/maps/search/?api=1&query=Torre%20medieval&query_place_id=ChIJ8_TMTwA7Tw0Rps7lsxa6uFA
Historical landmark,Santa Cruz de Andino,0.0,,Burgos,,Palacio de Andino,https://www.google.com/maps/search/?api=1&query=Palacio%20de%20Andino&query_place_id=ChIJtw5yLgA7Tw0REf52EX4HdDI
Quarry,Villanueva de Lastra,0.0,,Burgos,,Carbonatos Basterra,https://www.google.com/maps/search/?api=1&query=Carbonatos%20Basterra&query_place_id=ChIJqymOWAA7Tw0R6CQkmdLmGE8
Recycling center,Medina de Pomar,0.0,,Burgos,,Centro Reciclaje Merindade,https://www.google.com/maps/search/?api=1&query=Centro%20Reciclaje%20Merindade&query_place_id=ChIJAZ3V-w47Tw0RktUxsMqe4bk
Hotel,Villarcayo,59.0,5.0,Burgos,"Fuimos para una noche y nos quedamos dos. La familia que te atiende es encantadora super serviciales y muy buenos con los animales, no solemos encontrar sitios que sean tan petfriendly como este. El desayuno y el entorno que rodea al hotel son inmejorables, sin duda repetiremos.",Hotel Rural Santa Cruz,https://www.google.com/maps/search/?api=1&query=Hotel%20Rural%20Santa%20Cruz&query_place_id=ChIJqfAyVlg6Tw0RL5YWgq01NDE
Bus stop,,0.0,,Burgos,,Villanueva La Lastra,https://www.google.com/maps/search/?api=1&query=Villanueva%20La%20Lastra&query_place_id=ChIJ918n6g07Tw0RsM9SoA2Urz8
Furniture store,Villanueva de Lastra,62.0,1.0,Burgos,"Hola, estaría bien que tuvierais actualizado el horario.Hoy 30 de diciembre nos hemos encontrado el cartel de cerrado por vacaciones En la web aparece la tienda abierta.",Muebles Maria Luisa S.L.,https://www.google.com/maps/search/?api=1&query=Muebles%20Maria%20Luisa%20S.L.&query_place_id=ChIJYYdhnW07Tw0R9yHLqxZXNbY
Church,Villanueva de Lastra,1.0,5.0,Burgos,Bonita iglesia de pueblo interesante,Iglesia de San Saturnino,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20San%20Saturnino&query_place_id=ChIJPX-6OMc7Tw0RFcmXpmVoG1M
Inn,Villanueva de Lastra,698.0,5.0,Burgos,"Excelente lugar para comer con un trato espectacular y la comienda terriblemente exquisita
He comido ya varias veces y lo recomiendo 100x100&🥣🥣🍺🍺",La Taxuela,https://www.google.com/maps/search/?api=1&query=La%20Taxuela&query_place_id=ChIJ8Q6Kf207Tw0Rg5PekyQmL-I
Cemetery,,0.0,,Burgos,,Cemetery,https://www.google.com/maps/search/?api=1&query=Cemetery&query_place_id=ChIJ__8_HQ47Tw0Ri62LKjvHty0
Social services organization,Miranda de Ebro,17.0,5.0,Burgos,,Cáritas Diocesana de Burgos,https://www.google.com/maps/search/?api=1&query=C%C3%A1ritas%20Diocesana%20de%20Burgos&query_place_id=ChIJJc1Cw6WaTw0RNXgYiR2iw1U
Hair salon,Miranda de Ebro,4.0,4.0,Burgos,,Peluquería Rizo's,https://www.google.com/maps/search/?api=1&query=Peluquer%C3%ADa%20Rizo's&query_place_id=ChIJGSpKEqaaTw0RNb7jAkoy72w
Tennis court,Miranda de Ebro,3.0,5.0,Burgos,,Frontón Municipal,https://www.google.com/maps/search/?api=1&query=Front%C3%B3n%20Municipal&query_place_id=ChIJM98Z522bTw0RwW6y-U9eOMI
Gym,Miranda de Ebro,2.0,5.0,Burgos,Puedes ir cuando quieras es es perfecto,Rocodromo Calle Río Ebro,https://www.google.com/maps/search/?api=1&query=Rocodromo%20Calle%20R%C3%ADo%20Ebro&query_place_id=ChIJRwDwuUabTw0RL20PzNOvfj0
Park,Miranda de Ebro,3.0,5.0,Burgos,Pequeño pero coqueto   donde los mas jóvenes pueden empezar a practicar este deporte,Parkour Park,https://www.google.com/maps/search/?api=1&query=Parkour%20Park&query_place_id=ChIJPW9IJ7mbTw0RH6Jth4ko7p8
Cafe,Miranda de Ebro,260.0,5.0,Burgos,"Buen sitio, buen café",Cafetería Frontón,https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20Front%C3%B3n&query_place_id=ChIJTepIxqWaTw0RVUe_pyQyinw
Cafe,Miranda de Ebro,145.0,5.0,Burgos,,Cafetería Anduva,https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20Anduva&query_place_id=ChIJAaHZxaWaTw0Rt3kQIwEU2fk
Birth center,Miranda de Ebro,10.0,5.0,Burgos,"Lo mejor que pudo pasarme es encontrar a Esther y su centro en Instagram.
Respondió cada duda que tuve, hice los ejercicios en su centro durante el embarazo hasta el final, me dio todas las herramientas para enfrentar el trabajo de parto, y fue hermoso volver con ella después de un mes de postparto, ahora con sus clases de tronco, puedo mejorar mi cuerpo que lo dio todo en los 9 meses,
Que más decirte? Vas a encontrar contención, te vas a sentir escuchada, te vas a reír, vas a bailar, vas a relajar, vas a notar cambios en tu cuerpo después de cada clase, y no vas a querer perderte ni una clase.
Recomendado 100% 💜🙏",Nidara Maternidad y Crianza,https://www.google.com/maps/search/?api=1&query=Nidara%20Maternidad%20y%20Crianza&query_place_id=ChIJAYXLoyibTw0RA8-atDCvS80
Adult day care center,Miranda de Ebro,6.0,5.0,Burgos,Tiene muchas actividades,Centro de Día Para Personas Mayores,https://www.google.com/maps/search/?api=1&query=Centro%20de%20D%C3%ADa%20Para%20Personas%20Mayores&query_place_id=ChIJX6Md06WaTw0Ro3O3ma8OxP4
Parking lot,Miranda de Ebro,4.0,4.0,Burgos,,Parking Antigua plaza de toros,https://www.google.com/maps/search/?api=1&query=Parking%20Antigua%20plaza%20de%20toros&query_place_id=ChIJTWQgmaCbTw0RrCOH6YH8MWM
Retirement home,Miranda de Ebro,18.0,4.0,Burgos,"Es nuestro comedor de cada día para el menú ..comida casera, casera cocinada a la receta de las mamas",Hogar Tercera Edad,https://www.google.com/maps/search/?api=1&query=Hogar%20Tercera%20Edad&query_place_id=ChIJQbsd06WaTw0RxSYIyXwaPxA
Department of Social Services,Miranda de Ebro,0.0,,Burgos,,Diputación Provincial de Burgos,https://www.google.com/maps/search/?api=1&query=Diputaci%C3%B3n%20Provincial%20de%20Burgos&query_place_id=ChIJQ10vM6SaTw0RiyQLgw_trmY
Country house,Lozares de Tobalina,10.0,5.0,Burgos,"Una casa confortable y acogedora, muy limpia, dispone de gran cantidad de vajilla y menaje. Camas muy cómodas y habitaciones amplias y luminosas. Situada en un pueblo pequeño cuyos habitantes son muy amables , enclave perfecto para hacer excursiones a muchos lugares con encanto de la zona. El propietario fue muy diligente y atento proporcionándonos todo tipo de detalles, desde cuna para bebés hasta unas leñas para la chimenea. Ideal para una escapada en grupo. Amplia mesa para comer, dispone también de juegos de mesa para entretener a los niños y mayores. 100% recomendable. Volveremos a repetir sin lugar a dudas.",el balcon tobalines,https://www.google.com/maps/search/?api=1&query=el%20balcon%20tobalines&query_place_id=ChIJ9RqXBrtsTw0RtuUYfvXATNY
Historical landmark,Berberana,0.0,,Burgos,,TORRE MEDIEVAL,https://www.google.com/maps/search/?api=1&query=TORRE%20MEDIEVAL&query_place_id=ChIJf5ROGgCnTw0Rj8GAzjppvrU
Sculpture,Berberana,0.0,,Burgos,,El Lobero,https://www.google.com/maps/search/?api=1&query=El%20Lobero&query_place_id=ChIJxwNRUnunTw0RS6s2xPzgHhA
Bus stop,,0.0,,Burgos,,Crucero Montija,https://www.google.com/maps/search/?api=1&query=Crucero%20Montija&query_place_id=ChIJbaDjaVkhTw0RD17puUqTOMM
Hiking area,Berberana,0.0,,Burgos,,Inicio Senda de el Encinal,https://www.google.com/maps/search/?api=1&query=Inicio%20Senda%20de%20el%20Encinal&query_place_id=ChIJH3ZvAACnTw0Rp7XRAjgS6ag
Record company,Berberana,0.0,,Burgos,,Disconor,https://www.google.com/maps/search/?api=1&query=Disconor&query_place_id=ChIJ8YL6izxQTg0RiLSP6K3DqQU
National park,,41645.0,5.0,,"Es un lugar impresionantemente bello , estuvimos visitándolo durante una semana , estar en medio de las fumarolas ver y sentir que en cualquier momento puede todo puede cambiar es increíble.
Su gran tamaño y el gran número de los descomunales bisontes es una maravilla, volveríamos a visitarlo si Dios nos lo permite (vivimos en Vollmbia)",Yellowstone National Park,https://www.google.com/maps/search/?api=1&query=Yellowstone%20National%20Park&query_place_id=ChIJVVVVVVXlUVMRu-GPNDD5qKw
Lodge,Quintana Martín Galíndez,340.0,5.0,Burgos,"Sara nos ha hecho sentir como en casa. El albergue es super acogedor, estuvimos en la buhardilla en la habitación doble y superbien. El desayuno de lujo y la conversación estupenda. Merece la pena pasar por aquí!!",Albergue Valle de Tobalina,https://www.google.com/maps/search/?api=1&query=Albergue%20Valle%20de%20Tobalina&query_place_id=ChIJL3RKy3xtTw0RdYW4CpHsOc0
Hotel,Loma de Montija,1445.0,5.0,Burgos,Fantástica la comida! Gracias Rebeca por tratar así de bien a la gente. Volveremos!,Hotel Rural El Balcón de Montija y Restaurante El Crucero,https://www.google.com/maps/search/?api=1&query=Hotel%20Rural%20El%20Balc%C3%B3n%20de%20Montija%20y%20Restaurante%20El%20Crucero&query_place_id=ChIJwbNs1UshTw0ROoXNT2Ua2wE
Local government office,Quintanilla de Pienza,0.0,,Burgos,,Junta Administrativa Quintanilla de Pienza,https://www.google.com/maps/search/?api=1&query=Junta%20Administrativa%20Quintanilla%20de%20Pienza&query_place_id=ChIJrZFWI1IhTw0RYcR7yWKQx4w
Corporate office,Quintana Martín Galíndez,0.0,,Burgos,,Central hidroeléctrica,https://www.google.com/maps/search/?api=1&query=Central%20hidroel%C3%A9ctrica&query_place_id=ChIJM-5wVwBtTw0R2pJdvjjjIxs
Government office,Tabliega,0.0,,Burgos,,Junta Administativa de Villataras,https://www.google.com/maps/search/?api=1&query=Junta%20Administativa%20de%20Villataras&query_place_id=ChIJrZFWI1IhTw0RYwT09AHXpIY
Gas station,Quintana Martín Galíndez,52.0,5.0,Burgos,Tiene tienda ..de todo un poco,TOBALINOIL,https://www.google.com/maps/search/?api=1&query=TOBALINOIL&query_place_id=ChIJ-c7Z8mRtTw0RN62Oqsai9B0
Horse trainer,Loma de Montija,0.0,,Burgos,,Manada Forest Paradise,https://www.google.com/maps/search/?api=1&query=Manada%20Forest%20Paradise&query_place_id=ChIJZXLtcW4hTw0RgUHBSBPDgHs
Notary public,Espinosa De Los Monteros,4.0,1.0,Burgos,"Incompetencia máxima. Necesitaba un poder notarial para hacer un trámite concreto que le especifique a la notaría. En la notaría donde lo entregué me dijeron que estaba incompleto. Me intenté poner  en contacto con ella para que me diera una solución; estaba de vacaciones. El chico que atendía el teléfono siempre me decía que me iba a llamar para darme una solución cuando pudiera ponerse en contacto con la notaria. Nunca me llamó. Al final, después de mi insistencia, (un mes despues) la solución que me ofrecen es un descuento en un nuevo poder. Dinero tirado a la basura y volver a hacer el trámite, por supuesto, en otra notaría más competente. No recomiendo",Notaría Espinosa de los Monteros,https://www.google.com/maps/search/?api=1&query=Notar%C3%ADa%20Espinosa%20de%20los%20Monteros&query_place_id=ChIJwXP50nQnTw0REsy83svqKis
Florist,Espinosa De Los Monteros,3.0,5.0,Burgos,,Kentya Floristas,https://www.google.com/maps/search/?api=1&query=Kentya%20Floristas&query_place_id=ChIJRSTK_00mTw0RThwYpXGjty8
Vehicle inspection service,,1552.0,5.0,Burgos,"Muy satisfecho. Soy de Cantabria y tengo opciones más cerca y más baratas, pero prefiero venir siempre aquí a pasar la ITV. Y como yo, somos muchos. Que se pregunten los de las ITV de Cantabria a ver porque preferimos venir hasta aquí a pasar la ITV. En Laredo me la echaron para atrás por una pegatina y me obligaron a arrancarla, aquí solo miran lo que hay que mirar, sin tonterías. Mientras sigan así siempre subiré Los Tornos.",ITV Villasante de Montija TÜV SÜD ATISAE,https://www.google.com/maps/search/?api=1&query=ITV%20Villasante%20de%20Montija%20T%C3%9CV%20S%C3%9CD%20ATISAE&query_place_id=ChIJy1JktmkhTw0Ry4-t5QiuX-8
Facial spa,Espinosa De Los Monteros,13.0,5.0,Burgos,"Es mi sitio de cuidado de confianza , Nerea es un encanto y me transmite seguridad y  una gran profesionalidad , ademas después de muchos años probando diferentes cremas faciales , he conseguido con la linea de productos que ofrece Massada la que mejor que va y mas se acerca a los resultados que busco . Es una suerte contar con este centro tan completo en Merindades . Repetiré muchas veces .",Nerea estética,https://www.google.com/maps/search/?api=1&query=Nerea%20est%C3%A9tica&query_place_id=ChIJ07h3HvknTw0R6hMyFtrOmzw
Real estate agency,Espinosa De Los Monteros,6.0,1.0,Burgos,,Merinmueble,https://www.google.com/maps/search/?api=1&query=Merinmueble&query_place_id=ChIJFQjVzv0nTw0Rc36uYfOyodw
Shipping service,Espinosa De Los Monteros,0.0,,Burgos,,SEUR Pickup parcelshop,https://www.google.com/maps/search/?api=1&query=SEUR%20Pickup%20parcelshop&query_place_id=ChIJu7bc_8MnTw0RBGOpMRlYQ2I
,Espinosa De Los Monteros,0.0,,Burgos,,Funeraria San Jose,https://www.google.com/maps/search/?api=1&query=Funeraria%20San%20Jose&query_place_id=ChIJrcqKAE4mTw0RsxIjmLCBOHM
Church,Villavedeo,0.0,,Burgos,,Ermita de Santa Olalla,https://www.google.com/maps/search/?api=1&query=Ermita%20de%20Santa%20Olalla&query_place_id=ChIJNRLMTgAVTw0RI7h0E1P6skc
Church,Villavedeo,0.0,,Burgos,,Iglesia de San Andrés Apóstol,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20San%20Andr%C3%A9s%20Ap%C3%B3stol&query_place_id=ChIJDZPIYgAVTw0RORFFrnMA-Z8
Bridge,,4.0,1.0,Burgos,"Foto equivocada con  el puente  de Urria,,,,es el puente  de Mijangos",Puente de Urria,https://www.google.com/maps/search/?api=1&query=Puente%20de%20Urria&query_place_id=ChIJQzXross_Tw0RA9cN61tYM1U
Book store,Espinosa De Los Monteros,17.0,5.0,Burgos,,Rizos de Papel,https://www.google.com/maps/search/?api=1&query=Rizos%20de%20Papel&query_place_id=ChIJyahJvcwnTw0RXm3RNm6x2Rg
Building materials store,Medina de Pomar,335.0,4.0,Burgos,,BigMat Isla,https://www.google.com/maps/search/?api=1&query=BigMat%20Isla&query_place_id=ChIJNz1pQL88Tw0RM-elJ-2XvpU
Catholic church,Moncalvillo,0.0,,Burgos,,Iglesia de San Pedro Apóstol,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20San%20Pedro%20Ap%C3%B3stol&query_place_id=ChIJH4CsQiCsRQ0R_csyEQjAI3k
City Hall,Moncalvillo,0.0,,Burgos,,Ayuntamiento De Moncalvillo De La Sierra,https://www.google.com/maps/search/?api=1&query=Ayuntamiento%20De%20Moncalvillo%20De%20La%20Sierra&query_place_id=ChIJceVp2p-uRQ0RjKRfTnGgxeg
Bar,Moncalvillo,12.0,5.0,Burgos,,Bar de Moncalvillo,https://www.google.com/maps/search/?api=1&query=Bar%20de%20Moncalvillo&query_place_id=ChIJv3C8JpmtRQ0RWFCppqcJEPQ
,Medina de Pomar,0.0,,Burgos,,Maevis,https://www.google.com/maps/search/?api=1&query=Maevis&query_place_id=ChIJ69-GTo88Tw0RIU23qaggtt4
Furniture store,Medina de Pomar,16.0,5.0,Burgos,tienda de muebles bien atendida y te solucionan los problemas de mobiliario que tengas,Muebles Salvador González,https://www.google.com/maps/search/?api=1&query=Muebles%20Salvador%20Gonz%C3%A1lez&query_place_id=ChIJdR-oTok8Tw0RGddN4yvCIt8
Hiking area,,0.0,,Burgos,,Quejigo Bonito,https://www.google.com/maps/search/?api=1&query=Quejigo%20Bonito&query_place_id=ChIJDaKMcjilRQ0RKpASoHeO6hA
Hiking area,Moncalvillo,0.0,,Burgos,,Calvilla,https://www.google.com/maps/search/?api=1&query=Calvilla&query_place_id=ChIJr5EhwzetRQ0RKx-S1yTdqSQ
Historical landmark,Moncalvillo,7.0,4.0,Burgos,,Moncalvillo,https://www.google.com/maps/search/?api=1&query=Moncalvillo&query_place_id=ChIJWzjBgCetRQ0RsVlBsbIdThw
Historical landmark,Castrillo de la Reina,6.0,5.0,Burgos,"También ""Cueva de las Monjas"" Necrópolis altomedieval en un abrigo rocoso, con una visera natural a 5 m. de altura ss. IX - X. Restos del encaje de vigas. 9 sepulcros, posiblemente hubo más.",Covacha de los Moros,https://www.google.com/maps/search/?api=1&query=Covacha%20de%20los%20Moros&query_place_id=ChIJNYUPh0ivRQ0RhX9k0GQjxC0
Historical landmark,Moncalvillo,1.0,5.0,Burgos,,LAVADERO Municipal DE MONCALVILLO,https://www.google.com/maps/search/?api=1&query=LAVADERO%20Municipal%20DE%20MONCALVILLO&query_place_id=ChIJAzab3UitRQ0Ry3-uFlKIDAc
Real estate consultant,Medina de Pomar,2.0,5.0,Burgos,Excelente atención.,INMOBILIARIA MORADILLO,https://www.google.com/maps/search/?api=1&query=INMOBILIARIA%20MORADILLO&query_place_id=ChIJndVqUeU9Tw0R8c2f13ednQI
Construction company,Medina de Pomar,0.0,,Burgos,,Constucciones Moradillo,https://www.google.com/maps/search/?api=1&query=Constucciones%20Moradillo&query_place_id=ChIJO43rVo88Tw0Rs5ov_c3-uz0
Hiking area,Moncalvillo,1.0,4.0,Burgos,,Enebra de Moncalvillo,https://www.google.com/maps/search/?api=1&query=Enebra%20de%20Moncalvillo&query_place_id=ChIJBY-HrDWtRQ0RChOlhYM5RmI
Observation deck,Palacios de la Sierra,4.0,5.0,Burgos,,Calvilla,https://www.google.com/maps/search/?api=1&query=Calvilla&query_place_id=ChIJTaFN5OWrRQ0RqKqNB4cgLaU
Hiking area,Cabezón de la Sierra,0.0,,Burgos,,Santa María,https://www.google.com/maps/search/?api=1&query=Santa%20Mar%C3%ADa&query_place_id=ChIJ10MDj8itRQ0Rxm8OZKKp5yE
Hiking area,Cabezón de la Sierra,0.0,,Burgos,,Camino de Moncalvillo,https://www.google.com/maps/search/?api=1&query=Camino%20de%20Moncalvillo&query_place_id=ChIJLQvaklOtRQ0RJ6De5lOAqC8
Coffee shop,Medina de Pomar,66.0,4.0,Burgos,,Pub Luxury Vip,https://www.google.com/maps/search/?api=1&query=Pub%20Luxury%20Vip&query_place_id=ChIJD-YXK1A9Tw0R_8rM7xtNerI
Freight forwarding service,Medina de Pomar,1.0,1.0,Burgos,,Manuel Gonzáles Martínez,https://www.google.com/maps/search/?api=1&query=Manuel%20Gonz%C3%A1les%20Mart%C3%ADnez&query_place_id=ChIJ88PGRo88Tw0Ri6mb4VkdMig
Veterinarian,Medina de Pomar,102.0,5.0,Burgos,"Hoy sábado por la tarde nos han atendido súper rápidos y muy eficaces solucionando el problema de mi perrita Queen, volveré",Centro Veterinario Logamer Medina de Pomar,https://www.google.com/maps/search/?api=1&query=Centro%20Veterinario%20Logamer%20Medina%20de%20Pomar&query_place_id=ChIJnVHrT488Tw0RSqcsF9Mq1HU
Real estate agency,Medina de Pomar,20.0,1.0,Burgos,"Cargas ocultas y poca profesionalidad. No se lo recomiendo a nadie. Una vez cobrado,  no se hace responsable de nada.",INMOBILIARIA NERVION,https://www.google.com/maps/search/?api=1&query=INMOBILIARIA%20NERVION&query_place_id=ChIJJZOaK4k8Tw0ReMcH3UNy4tc
Hiking area,Moncalvillo,1.0,4.0,Burgos,"Pocos sitios encontrarás con tanta belleza, conseguirás la paz que no encontrarás en otros lugares, que no sean cerca de aquí",Roble del Camino del Cerro,https://www.google.com/maps/search/?api=1&query=Roble%20del%20Camino%20del%20Cerro&query_place_id=ChIJM4ZtuZerRQ0R0DRfNPfCwnM
Bar,Medina de Pomar,76.0,5.0,Burgos,"Qué es una pasada
La tortilla está espectacular y Óscar pues como siempre",Bar Rueda,https://www.google.com/maps/search/?api=1&query=Bar%20Rueda&query_place_id=ChIJiUaOLI88Tw0R1lDMVSnbA8g
Archaeological museum,Castrillo de la Reina,1.0,5.0,Burgos,,Loci Necropolis Saelices,https://www.google.com/maps/search/?api=1&query=Loci%20Necropolis%20Saelices&query_place_id=ChIJKbC1SwyuRQ0RCjvxAKR_LTU
Bar,Medina de Pomar,43.0,5.0,Burgos,Todo bien,Pub Tevere,https://www.google.com/maps/search/?api=1&query=Pub%20Tevere&query_place_id=ChIJQ9kgOo88Tw0R-lZ6Majetrg
Historical landmark,,0.0,,Burgos,,Molino,https://www.google.com/maps/search/?api=1&query=Molino&query_place_id=ChIJr-6mWwA1Tw0Ru_nd3VZwhBc
